省/直辖市,地市,Permit,单位名称,行业类别,有效期限,发证日期
云南省,红河哈尼族彝族自治州,91532502MA6Q8MQW28001R,重庆清源环保科技有限公司开远市分公司,污水处理及其再生利用,2022-11-07至2027-11-06,2022-11-07
甘肃省,武威市,91620622MA74NT3908004Q,古浪泽宇污水处理有限公司大靖镇生活污水处理厂,污水处理及其再生利用,2021-03-11至2026-03-10,2021-03-11
江西省,赣州市,913607315508654557001Z,江西洪城水业环保有限公司于都分公司,污水处理及其再生利用,2022-06-20至2027-06-19,2022-03-21
甘肃省,定西市,11621122013936705F001Q,陇西县住房和城乡建设局(陇西县首阳镇污水处理厂),污水处理及其再生利用,2021-12-01至2026-11-30,2021-12-01
吉林省,延边朝鲜族自治州,91222426MA84TAFN45003U,安图朗洁水处理有限公司,污水处理及其再生利用,2023-01-05至2028-01-04,2023-01-05
黑龙江省,双鸭山市,91233002749661695Y001R,北大荒集团黑龙江八五三农场有限公司（污水处理厂）,污水处理及其再生利用,2022-06-19至2027-06-18,2022-06-15
广西壮族自治区,玉林市,91450921MA5P51GG1Q005Z,容县杨村镇污水处理厂,污水处理及其再生利用,2023-09-29至2028-09-28,2023-08-09
江苏省,南通市,91320612MA27PGFY0N001Q,南通市通州区益民水处理有限公司骑岸污水处理站,污水处理及其再生利用,2022-06-29至2027-06-28,2022-06-16
江苏省,南通市,91320612MAC0BC1G9N001Q,南通市通州区益民水处理有限公司四安污水处理服务部,污水处理及其再生利用,2022-06-29至2027-06-28,2022-06-20
广西壮族自治区,玉林市,91450921MA5P51GG1Q006Z,容县县底镇污水处理厂,污水处理及其再生利用,2023-09-29至2028-09-28,2023-08-09
广西壮族自治区,玉林市,91450921MA5P51GG1Q007X,容县罗江镇污水处理厂,污水处理及其再生利用,2023-09-29至2028-09-28,2023-08-09
海南省,三亚市,91460200713861740U010Q,三亚环境水质净化有限公司（三亚市人才城水质净化厂）,污水处理及其再生利用,2023-06-05至2028-06-04,2023-06-05
海南省,三亚市,91460200713861740U002W,三亚环境水质净化有限公司（三亚鹿回头水质净化厂）,污水处理及其再生利用,2022-04-24至2027-04-23,2022-04-24
广东省,东莞市,91441900MA540Y3L3X001V,东莞市石鼓污水处理有限公司中堂分公司,污水处理及其再生利用,2023-03-27至2028-03-26,2023-03-16
四川省,德阳市,915106810788969273001U,广汉至成水务有限公司（广汉市小汉工业集中发展区污水处理厂）,污水处理及其再生利用,2022-07-31至2027-07-30,2022-07-31
湖北省,荆州市,91421081MA493EMH68013Q,新厂镇生活污水处理厂,污水处理及其再生利用,2023-10-26至2028-10-25,2023-08-09
广西壮族自治区,贵港市,914508040907346809006R,广西国宏智鸿水务有限公司蒙公镇污水处理厂,污水处理及其再生利用,2023-08-09至2028-08-08,2023-08-09
四川省,雅安市,91511803MA691WJXXR003R,雅安弘润排水有限公司（车岭镇污水处理站）,污水处理及其再生利用,2023-08-09至2028-08-08,2023-08-09
广东省,惠州市,9144130356665656XE002V,"惠州市同方水务有限公司经济开发区污水处理厂	",污水处理及其再生利用,2021-07-09至2026-07-08,2021-07-09
河北省,唐山市,911302007524398093001C,唐山宏源污水处理有限责任公司,污水处理及其再生利用,2022-05-31至2027-05-30,2022-05-23
湖北省,荆州市,91421081MA493EMH68007W,高陵镇生活污水处理厂,污水处理及其再生利用,2023-10-23至2028-10-22,2023-08-08
湖北省,荆州市,91421081MA493EMH68008X,大垸镇生活污水处理厂,污水处理及其再生利用,2023-10-23至2028-10-22,2023-08-08
湖北省,荆州市,91421081MA493EMH68004W,团山寺镇生活污水处理厂,污水处理及其再生利用,2023-10-26至2028-10-25,2023-08-08
湖北省,荆州市,91421081MA493EMH68011Q,小河口镇生活污水处理厂,污水处理及其再生利用,2023-10-14至2028-10-13,2023-08-08
湖北省,荆州市,91421081MA493EMH68012Q,横沟市镇生活污水处理厂,污水处理及其再生利用,2023-10-23至2028-10-22,2023-08-08
湖北省,荆州市,91421081MA493EMH68001W,南口镇污水处理厂,污水处理及其再生利用,2023-10-23至2028-10-22,2023-08-08
湖北省,荆州市,91421081MA493EMH68006W,久合垸乡生活污水处理厂,污水处理及其再生利用,2023-10-26至2028-10-25,2023-08-08
广西壮族自治区,柳州市,91450200768942839U002V,柳州市污水治理有限责任公司官塘污水处理厂,污水处理及其再生利用,2022-07-25至2027-07-24,2022-07-15
内蒙古自治区,呼伦贝尔市,91150783MABWDWDM7X001U,扎兰屯市清泉水处理有限公司,污水处理及其再生利用,2023-02-16至2028-02-15,2023-02-16
贵州省,铜仁市,91520621MAAJPCMCXF002Q,江口县梵净山水务投资有限公司（凯德污水处理厂）,污水处理及其再生利用,2023-08-08至2028-08-07,2023-08-08
安徽省,宿州市,11341324003203436Y001Y,泗县黄圩镇污水处理厂,污水处理及其再生利用,2023-07-24至2028-07-23,2023-07-24
广东省,东莞市,914403000602839548003U,云南合续环境科技股份有限公司—东坑镇角社排渠一体化污水应急处理项目,污水处理及其再生利用,2021-09-01至2026-08-31,2021-09-01
贵州省,黔西南布依族苗族自治州,91522323MA6DKCE94Q005U,贵州省普安县楼下镇污水处理厂,污水处理及其再生利用,2023-04-20至2028-04-19,2023-03-25
四川省,达州市,91511700452341543M002Q,达州市惠泉污水处理有限公司,污水处理及其再生利用,2022-06-24至2027-06-23,2022-06-24
陕西省,汉中市,91610723MA6YU7TL8Q012U,磨子桥镇污水处理厂,污水处理及其再生利用,2021-09-29至2026-09-28,2021-09-29
陕西省,汉中市,91610723MA6YU7TL8Q009U,华阳镇污水处理厂,污水处理及其再生利用,2021-09-29至2026-09-28,2021-09-29
陕西省,汉中市,91610723MA6YU7TL8Q008U,黄安镇污水处理厂,污水处理及其再生利用,2021-09-29至2026-09-28,2021-09-29
贵州省,黔西南布依族苗族自治州,11522327009620265R002Q,册亨县住房和城乡建设局（册亨县高洛新区污水处理工程）,污水处理及其再生利用,2023-03-10至2028-03-09,2022-12-09
广西壮族自治区,柳州市,91450200768942839U001X,柳州市污水治理有限责任公司沙塘污水处理厂,污水处理及其再生利用,2022-05-13至2027-05-12,2022-04-26
广西壮族自治区,柳州市,91450200768942839U006Q,柳州市污水治理有限责任公司阳和污水处理厂,污水处理及其再生利用,2022-10-15至2027-10-14,2022-09-28
广东省,清远市,91441881MA5451JD7J001U,广东晖华污水处理有限责任公司,污水处理及其再生利用,2022-11-18至2027-11-17,2022-11-18
广西壮族自治区,百色市,91451022579414914R001Y,田东县生活污水处理厂,污水处理及其再生利用,2023-08-08至2028-08-07,2023-08-08
四川省,乐山市,91511112MA640G9H15001V,五通桥工业基地污水处理厂,污水处理及其再生利用,2023-03-31至2028-03-30,2023-03-31
广西壮族自治区,梧州市,11450481007900810B013U,岑溪市水汶镇污水处理厂,污水处理及其再生利用,2023-08-08至2028-08-07,2023-08-08
四川省,成都市,91510100MA6A6DJJ1Q001V,成都东部环境发展有限公司（天府空港新城9号再生水厂）,污水处理及其再生利用,2022-06-30至2027-06-29,2022-06-30
山西省,晋城市,91140522688092686P001X,阳城县安阳污水处理有限公司,污水处理及其再生利用,2021-07-07至2026-07-06,2021-07-07
云南省,玉溪市,91530402560063122A001X,玉溪北控水质净化有限公司,污水处理及其再生利用,2022-05-10至2027-05-09,2022-04-21
山东省,潍坊市,91370781688296670Q001C,青州市弥河污水净化有限公司,污水处理及其再生利用,2022-06-26至2027-06-25,2022-06-24
福建省,三明市,91350427749085026B004V,三明市沙县区金古经济开发有限公司（绿色循环经济产业园污水处理厂）,污水处理及其再生利用,2023-08-07至2028-08-06,2023-08-07
山东省,聊城市,913715007961924730001W,鲁西化工集团股份有限公司氯碱化工分公司,污水处理及其再生利用,2022-11-16至2027-11-15,2022-11-16
安徽省,蚌埠市,1134032300304851XW001U,固镇县王庄镇人民政府,污水处理及其再生利用,2023-08-07至2028-08-06,2023-08-07
河北省,保定市,91130607684300986X001U,保定市大册营水处理有限责任公司,污水处理及其再生利用,2021-04-16至2026-04-15,2021-04-16
山东省,聊城市,91330000743450352U240Q,浙江浙达水业有限公司,污水处理及其再生利用,2023-08-07至2028-08-06,2023-08-07
陕西省,宝鸡市,91610303MA6XFB7Y2E001V,陕西环保集团水环境（宝鸡）有限公司,污水处理及其再生利用,2023-08-13至2028-08-12,2023-08-07
江苏省,扬州市,91321000768258236G001C,光大水务（扬州）有限公司,污水处理及其再生利用,2022-07-31至2027-07-30,2023-02-17
福建省,三明市,91320200703530323W002V,鹏鹞环保股份有限公司沙县青州镇长桦化工集中区污水处理厂,污水处理及其再生利用,2023-08-07至2028-08-06,2023-08-07
广东省,东莞市,91441900789438113W001X,东莞市企石新锦源水务有限公司,污水处理及其再生利用,2023-08-02至2028-08-01,2023-08-02
吉林省,公主岭市,91220381MA0Y4LQX2F001Q,公主岭天源水务有限公司,污水处理及其再生利用,2022-05-01至2027-04-30,2022-05-16
湖北省,随州市,91421381MA4F3FQ78B001V,广水光谷环保科技有限公司,污水处理及其再生利用,2023-08-07至2028-08-06,2023-08-07
云南省,文山壮族苗族自治州,91532623MA6MEWFX7H001R,西畴县国祯污水处理有限公司,污水处理及其再生利用,2023-08-07至2028-08-06,2023-08-07
四川省,成都市,91510183MA6B1L5Y0X001V,成都市天邛云水环境有限公司（天邛产业园区污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
四川省,成都市,91510121MA6A4U3N8G053U,成都金昇水务工程有限公司（金堂县土桥镇生活污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
四川省,成都市,91510121MA6A4U3N8G052U,成都金昇水务工程有限公司（金堂县金龙镇生活污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
四川省,成都市,91510121MA6A4U3N8G051Q,成都金昇水务工程有限公司（金堂县平桥乡生活污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
四川省,成都市,91510121MA6A4U3N8G050U,成都金昇水务工程有限公司（金堂县高板镇生活污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
四川省,成都市,91510121MA6A4U3N8G049U,成都金昇水务工程有限公司（金堂县福兴镇生活污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
四川省,成都市,91510121MA6A4U3N8G047Q,成都金昇水务工程有限公司（金堂县清江镇生活污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
四川省,成都市,91510121MA6A4U3N8G046Q,成都金昇水务工程有限公司（金堂县广兴镇生活污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
四川省,成都市,91510121MA6A4U3N8G045Q,成都金昇水务工程有限公司（金堂县五凤镇生活污水处理厂）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
江西省,吉安市,1136100472774457X9001U,吉安市青原区住房和城乡建设局,污水处理及其再生利用,2022-11-29至2027-11-28,2022-11-29
内蒙古自治区,乌兰察布市,91150921075566260G001V,卓资县卓华污水处理有限责任公司旗下营分公司,污水处理及其再生利用,2022-09-30至2027-09-29,2023-07-31
黑龙江省,黑河市,91231181MA1B20M69P002Q,北安市通北镇污水处理厂,污水处理及其再生利用,2021-04-24至2026-04-23,2021-04-24
黑龙江省,黑河市,91231181MA1B20M69P001V,北安市长青金河湾污水处理有限公司,污水处理及其再生利用,2022-07-29至2027-07-28,2022-06-15
新疆生产建设兵团,第二师,12990200MB02575357001X,第二师二二三团城镇管理服务中心,污水处理及其再生利用,2022-07-01至2027-06-30,2022-07-05
广东省,韶关市,91440281MA52HU4D42003U,乐昌市村镇污水处理设施建设PPP项目—黄圃镇村镇污水处理厂,污水处理及其再生利用,2023-08-19至2028-08-18,2023-08-04
广东省,韶关市,91440281MA52HU4D42008Q,乐昌市村镇污水处理设施建设PPP项目—九峰镇村镇污水处理厂,污水处理及其再生利用,2023-08-26至2028-08-25,2023-08-04
广东省,韶关市,91440281MA52HU4D42007U,乐昌市村镇污水处理设施建设PPP项目—五山镇村镇污水处理厂,污水处理及其再生利用,2023-08-26至2028-08-25,2023-08-04
广东省,韶关市,91440281MA52HU4D42005U,乐昌市村镇污水处理设施建设PPP项目—长来镇村镇污水处理厂,污水处理及其再生利用,2023-08-19至2028-08-18,2023-08-04
广东省,韶关市,91440281MA52HU4D42004U,乐昌市村镇污水处理设施建设PPP项目—秀水镇村镇污水处理厂,污水处理及其再生利用,2023-08-19至2028-08-18,2023-08-04
河北省,廊坊市,91131082MA0FYYB17U001V,北控三河水环境科技有限公司,污水处理及其再生利用,2021-06-04至2026-06-03,2021-06-04
广西壮族自治区,河池市,91451200MA7BJC7K4E002V,河池大任创新发展投资有限责任公司（江南污水处理厂二期）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
河北省,廊坊市,91131082MA0GHLJ02Q001V,北控三河水环境科技有限公司第二分公司,污水处理及其再生利用,2022-01-10至2027-01-09,2022-01-10
山西省,长治市,911404284065208667002Q,长子县给排水中心(长子县城东污水处理厂),污水处理及其再生利用,2023-08-07至2028-08-06,2023-08-04
河北省,廊坊市,91131082MA0GF9RBXG001V,北控三河水环境科技有限公司第一分公司,污水处理及其再生利用,2022-01-10至2027-01-09,2022-01-10
广西壮族自治区,河池市,91451200MA7BJC7K4E001V,河池大任创新发展投资有限责任公司（药融园（一期）配套污水处理站）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
江苏省,无锡市,91320281764196189N001V,江阴市金湾污水预处理有限公司,污水处理及其再生利用,2021-12-10至2026-12-09,2023-08-04
江苏省,无锡市,91320281565296179P001U,江阴市华士曙新水务有限公司,污水处理及其再生利用,2022-01-25至2027-01-24,2023-08-04
内蒙古自治区,乌兰察布市,11152631MB1N11642B001V,内蒙古乌兰察布市辉腾锡勒绿色经济开发区管理委员会察右中旗产业园管理办公室,污水处理及其再生利用,2023-03-22至2028-03-21,2023-03-22
广东省,广州市,914401839783005433001V,增城市新塘镇东方福利清油队,污水处理及其再生利用,2023-04-26至2028-04-25,2023-04-23
广东省,东莞市,91440606727872037M031Q,东莞市麻涌镇南洲村分散式污水处理站,污水处理及其再生利用,2023-04-02至2028-04-01,2023-08-04
河北省,廊坊市,91131081697576017L001X,霸州市国泰环保工程有限公司,污水处理及其再生利用,2022-05-31至2027-05-30,2022-05-20
河北省,廊坊市,911310816827506095001W,霸州嘉诚水质净化有限公司,污水处理及其再生利用,2022-05-24至2027-05-23,2022-05-20
河北省,廊坊市,9113108109229026XJ001W,河北瑞康环保科技有限公司,污水处理及其再生利用,2022-05-31至2027-05-30,2022-05-20
河北省,廊坊市,911310810826849510001U,河北五强环保科技股份有限公司,污水处理及其再生利用,2022-05-31至2027-05-30,2022-05-20
河北省,邢台市,9113053334799784XT001V,威县惠博普环保科技有限公司,污水处理及其再生利用,2022-10-27至2027-10-26,2022-10-27
江苏省,无锡市,91320281575354571W002V,光大中水利用（江阴）有限公司（江阴市滨江第二污水处理厂）,污水处理及其再生利用,2021-11-12至2026-11-11,2023-08-04
江苏省,无锡市,913202816720160649001C,江阴市清泉水处理有限公司,污水处理及其再生利用,2021-11-01至2026-10-31,2023-08-04
江苏省,无锡市,91320281331271067H002R,江阴市兴泉环境工程有限公司,污水处理及其再生利用,2021-11-08至2026-11-07,2023-08-04
河北省,保定市,91130633784052254A001Q,易县钰泉城市建设开发有限公司钰泉污水处理厂,污水处理及其再生利用,2021-09-29至2026-09-28,2021-09-29
河北省,保定市,91130633784052254A002R,易县钰泉城市建设开发有限公司易县第二污水处理厂,污水处理及其再生利用,2021-05-13至2026-05-12,2021-05-13
天津市,市辖区,91120223300728773W001Z,天津市静海区长兴污水处理厂,污水处理及其再生利用,2021-12-10至2026-12-09,2021-12-07
吉林省,通化市,1122052373701954XR001U,辉南县辉南镇人民政府,污水处理及其再生利用,2023-01-21至2028-01-20,2022-12-09
云南省,昆明市,91530100MA6KGLD89A010V,昆明滇池水务集镇污水处理有限公司（晋宁区宝峰集镇污水处理站）,污水处理及其再生利用,2023-01-13至2028-01-12,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26010Q,湖北汉江益清环保科技有限公司（枣阳市平林镇污水厂）,污水处理及其再生利用,2023-07-28至2028-07-27,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26077U,湖北汉江益清环保科技有限公司（七方镇（中心镇）污水处理厂）,污水处理及其再生利用,2023-07-28至2028-07-27,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26076U,湖北汉江益清环保科技有限公司（太平镇中心镇区污水处理厂）,污水处理及其再生利用,2023-07-28至2028-07-27,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26078Q,湖北汉江益清环保科技有限公司（枣阳市太平镇（姚岗）污水处理厂）,污水处理及其再生利用,2023-08-28至2028-08-27,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26075Q,湖北汉江益清环保科技有限公司（杨垱镇中心镇区污水处理厂）,污水处理及其再生利用,2023-07-28至2028-07-27,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26007U,湖北汉江益清环保科技有限公司（吴店镇（清潭集）污水处理厂）,污水处理及其再生利用,2023-08-24至2028-08-23,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26008Q,湖北汉江益清环保科技有限公司（枣阳市新市镇（钱岗）污水处理厂）,污水处理及其再生利用,2023-08-24至2028-08-23,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26011Q,湖北汉江益清环保科技有限公司（刘升镇中心镇区污水处理厂）,污水处理及其再生利用,2023-07-28至2028-07-27,2023-08-04
湖北省,襄阳市,91420600MA49L9NE26074U,湖北汉江益清环保科技有限公司（枣阳市七方镇（罗岗）污水处理厂）,污水处理及其再生利用,2023-07-28至2028-07-27,2023-08-04
广东省,东莞市,91441900792941721J001Q,东莞市常平粤海环保有限公司,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
江苏省,苏州市,91320500788380888F001U,光大水务（苏州）有限公司,污水处理及其再生利用,2022-06-22至2027-06-21,2022-06-22
广东省,汕尾市,11441523MB2D45132W001V,汕尾陆河高新技术产业开发区管理委员会（陆河县产业转移工业园区工业污水处理站）,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
山东省,临沂市,91371312MA3W7MX855003V,临沂首创博瑞水务有限公司东城分公司（汤头污水处理厂）,污水处理及其再生利用,2022-04-26至2027-04-25,2022-04-26
山东省,临沂市,91371312MA3W7MX855002V,临沂首创博瑞水务有限公司东城分公司（河东区第一污水处理厂首创工程）,污水处理及其再生利用,2022-02-24至2027-02-23,2022-02-24
福建省,南平市,913507845653847269001R,南平市建阳区吉新开发投资有限公司,污水处理及其再生利用,2022-06-27至2027-06-26,2023-06-28
四川省,甘孜藏族自治州,115133250089936848002U,雅江县住房和城乡建设局,污水处理及其再生利用,2023-08-04至2028-08-03,2023-08-04
广东省,清远市,91441882678836020T001U,清远民族工业园有限公司（新塘园区污水处理厂）,污水处理及其再生利用,2021-05-06至2026-05-05,2021-05-06
陕西省,汉中市,11610728016045107L001W,镇巴县污水处理厂,污水处理及其再生利用,2022-04-15至2027-04-14,2022-03-02
山东省,烟台市,91370684358635596A001V,蓬莱西港环保科技有限公司,污水处理及其再生利用,2022-08-30至2027-08-29,2022-08-25
山西省,长治市,91140400MA0HA3L76W001Q,长治市首创水务有限责任公司主城区污水厂,污水处理及其再生利用,2022-06-28至2027-06-27,2022-06-21
山西省,长治市,91140400MA0HA3L76W002Y,长治市首创水务有限责任公司长北污水处理厂,污水处理及其再生利用,2022-06-28至2027-06-27,2022-06-21
河北省,保定市,91130683674158509K001Q,安国市祁源中水有限公司,污水处理及其再生利用,2021-07-21至2026-07-20,2021-07-21
北京市,市辖区,9111022966842388XT001R,北京八达岭信达资产管理有限公司（中关村科技园区延庆园污水处理厂）,污水处理及其再生利用,2021-07-15至2026-07-14,2021-07-15
内蒙古自治区,通辽市,91310116342442191P001Q,上海竹华环保工程有限公司,污水处理及其再生利用,2022-09-30至2027-09-29,2023-03-22
贵州省,黔西南布依族苗族自治州,91522325215390085R005U,贵州省黔西南州贞丰县白层镇污水处理厂,污水处理及其再生利用,2023-04-21至2028-04-20,2023-03-10
贵州省,黔西南布依族苗族自治州,91522323MA6DKCE94Q004Q,贵州省普安县龙吟镇污水处理厂,污水处理及其再生利用,2023-04-20至2028-04-19,2023-03-20
福建省,龙岩市,91350824MA31FB9N04012V,武平县天泉水环境有限公司（武平工业园区污水处理厂）,污水处理及其再生利用,2022-08-30至2027-08-29,2022-08-30
江西省,南昌市,91360105327636369L001Q,南昌融汇罗亭水务有限公司,污水处理及其再生利用,2021-12-16至2026-12-15,2023-08-03
广东省,佛山市,91440607056849417L001V,佛山市三水汇金污水处理有限公司,污水处理及其再生利用,2023-08-02至2028-08-01,2023-08-02
山西省,运城市,91140881MA7YK2CU7H001R,南方创业水环境（永济）有限公司（永济市城区污水处理厂）,污水处理及其再生利用,2022-06-29至2027-06-28,2022-06-24
四川省,资阳市,91512021714465563J001V,安岳县利民排水有限责任公司(安岳县城市生活污水处理厂）,污水处理及其再生利用,2019-07-12至2024-07-11,2019-07-12
湖北省,荆州市,91421000MA499EXG06001U,荆州市宏杰环保工程有限公司,污水处理及其再生利用,2023-07-22至2028-07-21,2023-06-20
山东省,德州市,91371400MA3DQKMT8T001R,德州市水务发展有限公司,污水处理及其再生利用,2023-08-03至2028-08-02,2023-08-03
广西壮族自治区,梧州市,11450421007679650N001Q,沙头镇污水处理厂,污水处理及其再生利用,2023-08-03至2028-08-02,2023-08-03
陕西省,宝鸡市,916103243057301008001U,扶风县绛帐污水处理有限责任公司,污水处理及其再生利用,2022-09-20至2027-09-19,2022-08-22
吉林省,通化市,11220503013628411Y001U,通化市五道江镇人民政府,污水处理及其再生利用,2022-04-14至2027-04-13,2022-04-14
江苏省,盐城市,91320982MA1R8H0DX1001V,江苏三水污水处理有限公司,污水处理及其再生利用,2023-08-01至2028-07-31,2023-07-31
西藏自治区,拉萨市,91540091MA6T1H1N0R003Y,西藏碧水源环境技术有限公司-百淀污水处理厂,污水处理及其再生利用,2021-12-15至2026-12-14,2021-12-15
西藏自治区,拉萨市,91540091MA6T1H1N0R002Y,西藏碧水源环境技术有限公司-拉萨市污水处理厂二期,污水处理及其再生利用,2021-12-13至2026-12-12,2021-12-13
西藏自治区,拉萨市,115401226868318952001R,当雄县住房和城乡建设局,污水处理及其再生利用,2023-08-03至2028-08-02,2023-08-03
河北省,邢台市,91130526055460012F001U,邢台市任泽区新泽污水处理有限公司,污水处理及其再生利用,2021-04-27至2026-04-26,2021-04-27
河北省,邢台市,91130505MA0F9U968D001R,任县绿水园污水治理有限公司邢家湾镇分公司,污水处理及其再生利用,2022-01-19至2027-01-18,2022-01-19
河北省,保定市,911306836813554390001U,安国创业水务有限公司,污水处理及其再生利用,2021-07-29至2026-07-28,2021-07-29
辽宁省,阜新市,91210921051780078H001Q,阜新碧波污水处理厂,污水处理及其再生利用,2022-09-30至2027-09-29,2022-09-08
重庆市,县,915002337094867817002W,重庆市忠县排水有限公司（乌杨污水处理厂）,污水处理及其再生利用,2022-06-24至2027-06-23,2022-05-31
重庆市,县,915002337094867817003Q,重庆市忠县排水有限公司（石宝污水处理厂）,污水处理及其再生利用,2022-06-24至2027-06-23,2022-06-08
辽宁省,大连市,91210244MA0YNGL94W001V,大连长兴环境服务有限公司,污水处理及其再生利用,2021-07-12至2026-07-11,2021-07-12
陕西省,韩城市,91610581687954336M001V,韩城市桑德水务有限公司,污水处理及其再生利用,2022-06-03至2027-06-02,2022-05-21
四川省,成都市,91510183MA67AKKP5R078Q,邛崃市回澜水质净化有限公司（水口污水处理厂）,污水处理及其再生利用,2023-07-02至2028-07-01,2023-07-02
贵州省,贵阳市,91520103MA6GTW6W8T001U,贵阳弘润排水有限公司（贵阳小关污水处理厂）,污水处理及其再生利用,2022-07-16至2027-07-15,2022-04-26
贵州省,贵阳市,915201000610318128010X,麻堤河污水处理厂,污水处理及其再生利用,2021-12-29至2026-12-28,2021-10-08
湖南省,长沙市,91430121678014094U002V,长沙县农村环境建设投资有限公司—长沙临空经济区综合污水处理中心,污水处理及其再生利用,2023-03-28至2028-03-27,2023-04-25
河北省,邢台市,91130535678539114K001Z,临西县洁达污水处理有限公司,污水处理及其再生利用,2021-11-02至2026-11-01,2021-11-02
广东省,佛山市,91440606MA51D98T07019Q,均安镇农村分散污水处理站（6站）及配套管网新建项目（安成站）,污水处理及其再生利用,2023-06-19至2028-06-18,2023-08-01
广东省,佛山市,91440606MA51D98T07013Q,均安镇农村分散污水处理站（6站）及配套管网新建项目（凌沿站）,污水处理及其再生利用,2023-06-19至2028-06-18,2023-08-01
广东省,佛山市,91440606MA51D98T07018Q,均安镇农村分散污水处理站（6站）及配套管网新建项目（南面站）,污水处理及其再生利用,2023-06-19至2028-06-18,2023-08-01
河北省,唐山市,91130297MA0GCY165Y001Q,唐山市汉沽管理区临津污水处理有限公司,污水处理及其再生利用,2022-01-18至2027-01-17,2022-01-18
黑龙江省,大庆市,91230623MA19D6TD5P001V,林甸县金河湾污水处理有限公司,污水处理及其再生利用,2021-07-07至2026-07-06,2021-07-07
陕西省,渭南市,91610521MA6Y8A288F001V,渭南清荷水务有限公司,污水处理及其再生利用,2023-03-09至2028-03-08,2023-03-09
陕西省,渭南市,91610528MA6Y8XCJ4L001Q,富平县绿波污水处理有限责任公司,污水处理及其再生利用,2022-05-17至2027-05-16,2022-05-17
河南省,洛阳市,91410300329541259F003Y,北控（洛阳）水务发展有限公司涧西污水处理厂,污水处理及其再生利用,2023-08-01至2028-07-31,2023-08-01
贵州省,贵阳市,91520100MA6DJUJW8N001Z,龙洞堡污水处理厂,污水处理及其再生利用,2021-12-29至2026-12-28,2021-10-08
贵州省,贵阳市,91520100MA6HGJKH9X001V,太慈再生水厂,污水处理及其再生利用,2023-03-05至2028-03-04,2023-03-13
贵州省,贵阳市,915201000610318128009W,小河污水处理厂二期,污水处理及其再生利用,2021-12-29至2026-12-28,2021-10-08
四川省,雅安市,91511800MA630E914L001V,雅安天瑞水务有限公司（雅安市污水处理厂新建项目）,污水处理及其再生利用,2023-08-07至2028-08-06,2023-08-01
新疆维吾尔自治区,乌鲁木齐市,91650100076054769N001Z,乌鲁木齐城北再生水有限公司,污水处理及其再生利用,2021-12-20至2026-12-19,2021-12-16
吉林省,通化市,91220523MABXNW1M62001V,辉南县清泉污水处理有限公司,污水处理及其再生利用,2021-12-27至2026-12-26,2021-12-27
陕西省,汉中市,91610723MA6YU7TL8Q007U,马畅镇污水处理厂,污水处理及其再生利用,2021-09-29至2026-09-28,2021-09-29
陕西省,汉中市,91610723MA6YU7TL8Q011Q,谢村镇污水处理厂,污水处理及其再生利用,2021-09-29至2026-09-28,2021-09-29
陕西省,汉中市,91610723MA6YU7TL8Q010U,龙亭镇污水处理厂,污水处理及其再生利用,2021-09-29至2026-09-28,2021-09-29
安徽省,安庆市,11340828003136763B001U,响肠镇污水处理厂,污水处理及其再生利用,2023-05-06至2028-05-05,2023-03-06
甘肃省,定西市,91621121095961284H001V,通渭县洁源污水处理有限责任公司,污水处理及其再生利用,2022-07-24至2027-07-23,2022-06-21
甘肃省,定西市,116224240153273641001Q,通渭县马营镇人民政府,污水处理及其再生利用,2023-04-10至2028-04-09,2023-04-10
甘肃省,定西市,11622424015327348B001Q,通渭县义岗川镇人民政府（污水处理厂）,污水处理及其再生利用,2022-09-13至2027-09-12,2022-09-13
安徽省,合肥市,9134000071177511XW121V,巢湖市半岛污水处理厂,污水处理及其再生利用,2022-08-08至2027-08-07,2022-08-08
甘肃省,定西市,91621124MA73BFWC51001U,临洮县清洮污水处理有限责任公司,污水处理及其再生利用,2022-10-30至2027-10-29,2022-10-29
甘肃省,定西市,91621124MA71XH0B7U001U,临洮县中铺工业园给排水工程有限公司,污水处理及其再生利用,2022-04-15至2027-04-14,2022-04-05
